id,F1,F2,F3,F4,F5,F6,F7
4523069290,1,24,1,3,0,16164,7
4437610399,0,53,0,9,1,17220,7.2
4443355005,1,39,1,4,2,14527,6.8
4491275026,0,17,0,2,1,14355,6.8
4525087986,1,21,1,11,1,18672,7.2
4524444788,1,14,1,4,0,16481,7.2
4483466671,0,22,0,10,0,18376,7
4497898410,0,44,0,3,0,13899,6.4
4519814636,1,19,1,7,1,16345,7
4446530367,1,95,1,14,1,17964,7.2
4522433326,0,9,0,0,0,14591,6.8
4460577454,1,20,0,5,2,16486,7.2
4467040856,1,14,1,4,0,16636,7.2
4474081068,1,88,0,4,0,17585,7.2
4524916446,0,17,0,5,1,16233,6.4
4475799088,0,20,0,9,0,16830,7
4469524745,1,86,1,8,1,19257,7
4522819345,1,15,1,5,0,16977,7
4464132605,1,15,0,2,2,15517,6.8
4524919895,0,19,1,13,2,17810,6.6
4487949921,0,18,0,9,0,15454,6.8
4460536979,1,12,1,10,1,18048,7
4525009804,0,14,1,7,1,16938,7.2
4494315859,1,11,0,14,0,18587,7.4
4515468378,1,15,0,1,0,13711,6.2
4457802737,1,20,1,9,0,17687,7
4475997366,0,19,1,6,1,17170,6.8
4498029734,0,15,0,7,0,17055,7.2
4516562563,0,14,0,10,0,16760,6.8
4513270155,0,64,0,4,1,15680,6.8
4524115285,0,34,0,3,0,13670,6.2
4470543217,1,38,0,17,1,20305,7.4
4466899490,1,12,1,7,1,16209,7
4421794878,1,24,0,17,2,20860,7.2
4439533081,0,14,0,6,1,16180,6.8
4424234082,1,14,1,8,0,17608,7.2
4482198928,0,50,0,8,1,17248,6.6
4515946724,1,16,0,6,0,17025,7
4523056736,0,18,1,8,0,14451,6.8
4450343886,0,16,1,9,0,17169,7
4521921939,0,15,0,7,2,15908,7.2
4521986656,1,29,0,3,0,14948,6.8
4523281045,0,15,0,14,0,16941,7
4474915935,1,26,1,7,1,18410,7.2
4429865093,0,18,0,3,1,15288,6.8
4475519320,0,18,1,0,0,13446,6.4
4472501015,1,17,1,11,1,18802,6.8
4522527253,1,16,1,6,0,16398,7
4476639744,0,16,0,4,0,15778,7.2
4526971501,0,13,0,1,0,14634,7
4503041917,1,16,0,3,0,14269,6.4
4519327401,0,16,1,11,1,16031,6.6
4467537493,0,17,0,3,0,13817,6.4
4512808961,0,17,0,5,1,16280,6.6
4472483704,1,65,0,5,0,14823,6.8
4514660539,1,20,1,7,0,17174,7
4470658458,1,14,0,8,1,17349,7.6
4506057736,0,16,0,2,1,13235,6.4
4472131838,0,15,0,8,0,16231,6.6
4464848388,1,13,0,3,2,15255,7.2
4493734272,1,21,0,1,0,15337,7.2
4527017223,1,17,1,9,0,18050,6.6
4478592146,1,48,1,4,1,15730,6.8
4447547106,0,13,0,3,0,14752,6.8
4508188493,1,73,0,10,0,17578,7.2
4484146794,1,13,0,3,1,15397,6.6
4523808167,0,12,1,10,1,17012,7
4500724232,1,37,1,1,1,14886,6.8
4474893713,1,16,1,14,2,19592,7.2
4505729756,0,15,0,6,0,17550,7.2
4518473968,1,13,1,6,0,17106,6.8
4475507866,0,22,1,9,1,17977,7.2
4505127174,1,18,1,5,1,16953,7.2
4514341381,0,15,0,2,0,13550,6.4
4505220147,0,17,0,7,0,15224,6.8
4508120759,1,18,1,9,1,18582,7.6
4473949665,1,26,1,12,1,21202,7.8
4459896509,0,44,1,3,2,16066,6.8
4496832374,1,18,0,11,1,18077,6.8
4496136877,0,15,0,6,1,16042,7.2
4525596664,1,15,1,7,0,14781,6.6
4522256108,0,80,1,4,1,15904,6.4
4521874252,1,14,0,5,0,15281,6.6
4465964389,0,36,0,7,0,14795,6.6
4518589161,1,79,0,3,0,15065,6.8
4521148922,1,16,1,18,2,19011,7
4527257242,0,15,1,3,0,16366,7
4478190403,1,18,0,5,0,16709,7.2
4470068491,1,12,0,2,1,15798,7
4527293021,1,10,1,5,1,15239,7.2
4510120989,1,18,1,11,1,17287,7
4526615576,1,14,1,5,0,14788,6.6
4525354292,1,13,1,7,1,16736,7
4447620478,0,16,1,8,1,16876,7
4510923222,0,16,1,6,1,14563,6.6
4527100931,0,16,0,5,0,15912,6.4
4500484679,0,15,0,9,1,16624,6.8
4387767645,1,16,1,9,1,19018,7.2
4463387399,1,15,0,6,0,16682,7.2
4484373881,0,17,1,8,2,17249,7
4494726186,1,11,0,3,0,15727,7.2
4472805332,0,15,0,3,0,14962,7
4501013939,0,15,1,7,1,17390,7.4
4478907514,1,19,1,8,1,16632,6.8
4496688229,1,12,1,5,1,16706,7
4522642789,0,15,1,3,0,14969,6.8
4485749610,1,12,0,5,2,16630,7.2
4494913568,0,16,1,11,0,17037,7
4492541051,0,22,1,3,0,16729,7.2
4489966675,1,27,1,6,0,16281,6.8
4462339976,1,61,1,11,0,16375,7.2
4483417316,1,36,1,4,1,16849,7.6
4525386289,1,14,1,16,1,18195,7.2
4491961923,1,14,0,2,0,15825,7
4476239097,1,9,1,8,0,18483,7.4
4505326762,0,18,0,14,0,18270,7
4503121126,0,17,1,11,0,17372,6.8
4505476136,1,16,0,13,0,19582,7.4
4437519921,1,9,0,3,0,16823,7.2
4502105412,1,23,0,9,2,18264,7.4
4527083339,0,18,0,2,0,15142,6.8
4492536033,0,36,1,4,1,16396,7.2
4503471693,1,20,0,3,0,15434,7
4446019299,1,17,1,7,1,18564,7
4514189275,0,11,0,9,0,17304,7.2
4472984936,0,24,1,5,0,17785,7.2
4524360641,1,14,1,11,0,17299,6.8
4486292796,0,12,0,4,0,15528,6.6
4526660217,0,12,1,10,0,16532,6.6
4464579175,0,15,1,7,1,16279,7
4513797565,1,16,1,10,1,19245,7.6
4525790279,1,20,0,1,0,14998,7
4525378713,1,16,0,5,1,15391,6.6
4526119590,0,17,1,10,0,18459,7
4486673822,0,15,0,5,0,15535,6.8
4527311362,1,15,1,9,0,17226,7.4
4526731314,1,18,1,6,1,15743,6.6
4527438398,0,16,0,0,0,14659,6.6
4509798845,0,12,1,14,1,15674,6.4
4494519313,1,12,1,14,0,20699,7.4
4525841873,0,16,1,9,1,17631,6.8
4423286445,1,36,1,3,1,16282,7.2
4520535249,0,14,0,3,2,14249,6.6
4525957901,0,42,1,10,1,18159,7
4527580524,0,16,0,9,1,15666,6.4
4507977385,0,10,0,1,0,13305,6.2
4527276580,1,17,1,5,1,16563,7
4492402947,1,51,1,4,1,18339,7.2
4465778231,1,25,0,11,0,17666,6.8
4525945440,0,15,0,7,1,15315,7
4413135878,1,17,0,13,0,18628,7
4526385006,1,14,0,7,1,17342,7.2
4450382199,0,18,1,7,0,18000,6.8
4493638317,1,14,0,2,1,15318,6.8
4495435379,1,105,1,9,1,17795,7.4
4525318046,0,41,1,5,0,16351,7
4508240261,0,125,1,2,1,14842,6.8
4500702023,1,26,1,6,0,15439,7
4526265096,1,15,1,5,1,16994,7.6
4502952363,0,78,1,15,0,16250,6.8
4502881141,0,41,0,2,0,14789,6.6
4525913834,1,18,0,2,0,14830,6.8
4509818939,0,66,0,1,0,14252,6.6
4465705901,0,17,0,5,1,17300,7.2
4521267611,0,12,0,6,1,17391,6.8
4462172750,0,15,0,5,0,15600,6.6
4526606861,1,14,1,7,1,16134,6.6
4518326207,1,15,0,11,0,18470,7.4
4500166392,0,14,1,1,1,15298,6.8
4457440450,1,22,1,7,1,15849,6.8
4527168732,1,20,0,10,1,15793,6.4
4525121314,1,15,1,1,1,14392,6.6
4486403546,0,14,0,6,0,15508,7
4500454224,1,15,0,2,1,15467,7
4468830390,1,25,0,16,1,19904,7
4475483826,1,17,0,7,0,17206,6.8
4482162285,0,75,0,11,0,16600,7
4526326403,1,40,0,5,1,16154,6.8
4505381555,0,15,0,12,1,15218,6.4
4496853150,1,14,1,5,1,15135,6.6
4472605223,0,13,0,1,0,14980,6.8
4466967958,1,16,0,5,1,16283,7.2
4527110786,1,47,0,3,0,14706,6.6
4527059473,0,18,0,14,1,18508,7.4
4477719459,0,19,1,7,1,18324,7.2
4486740435,0,13,0,2,0,14969,6.6
4525969441,1,17,0,1,1,15116,7
4526523308,0,22,0,2,0,15752,7
4473772500,0,109,1,14,1,19056,7.2
4489837555,0,41,0,7,1,16412,7.2
4489653837,1,17,1,9,1,17773,7
4476985915,0,40,0,4,0,14710,6.8
4526251344,0,12,1,9,0,17543,7
4476720209,1,15,0,3,1,15981,7
4468743739,0,30,1,3,1,17570,7.2
4456176215,0,21,0,2,1,14505,6.8
4446200696,0,15,0,5,1,17618,7.2
4524793745,1,16,0,17,1,18858,7.4
4522643294,0,13,0,8,0,15400,6.6
4456827660,1,17,1,13,1,17355,6.8
4457100198,0,38,1,5,0,15999,7
4483595782,1,16,1,9,0,18262,7.2
4523286020,0,21,1,4,1,15514,6.8
4525800444,1,69,1,11,0,16678,7
4525204773,0,18,1,8,1,16660,6.8
4465375225,1,12,0,15,1,17392,7
4519991058,1,38,1,7,1,16674,7.2
4468650585,0,209,1,4,1,15703,7
4495217197,1,19,1,4,1,16797,7.2
4510761424,1,20,1,8,2,17606,6.8
4477447417,1,48,0,7,0,15993,6.8
4525989643,1,17,0,7,0,16622,7.4
4497696872,0,15,0,6,0,15807,6.8
4519502337,1,17,0,12,1,18555,7.2
4503465904,1,18,1,8,2,18826,7.2
4515736487,0,21,0,3,0,14787,6.6
4527053268,1,41,1,12,0,18675,7.6
4506306912,1,16,1,7,1,17106,7.2
4513247424,1,22,1,4,0,16956,7.2
4523498928,0,9,0,1,0,13879,6.2
4495323290,1,16,0,6,1,15164,7
4500110259,1,18,1,4,0,16849,7.4
4506588820,1,17,0,6,1,16914,6.4
4500342902,0,17,0,10,1,16728,7
4476043495,1,14,0,9,0,16694,6.8
4517507024,0,18,0,6,1,15826,6.8
4437156744,0,26,0,6,1,15558,6.4
4526838859,0,20,0,4,0,14053,6.6
4514633280,0,47,0,14,0,20887,7
4410019021,1,19,1,3,1,15373,6.4
4467282089,1,15,1,6,1,17522,7.2
4460835266,1,16,0,15,1,17088,7
4456181584,0,16,0,4,0,16968,7.2
4502793197,1,22,0,10,0,17987,7.4
4526544646,1,14,0,8,1,16871,6.8
4473393506,1,16,1,13,1,19035,7.4
4488853318,0,11,0,1,0,13380,6.2
4468293476,1,25,1,4,0,15834,7
4510832463,0,17,0,3,0,15209,6.8
4469425272,1,34,1,6,1,16426,7
4473941338,0,16,0,4,0,15358,6.8
4497766397,0,17,1,2,0,15894,6.6
4511315940,1,12,0,1,1,14092,6.4
4524830174,1,15,1,18,1,17559,7
4525115790,0,22,0,3,0,15847,7
4486000436,0,18,0,4,1,15280,6.6
4515427154,0,15,0,6,0,18187,7
4500244269,0,38,1,4,1,15509,6.8
4474956980,1,14,0,7,1,16319,7.2
4515231062,0,16,0,4,1,14588,6.2
4499863965,1,11,0,8,0,16748,6.8
4509741728,1,13,0,8,2,16516,7
4477615327,0,15,1,10,2,17256,7
4515404379,0,43,0,6,1,16396,7
4526316157,0,11,0,3,0,14539,6.6
4468400169,1,18,0,4,1,14657,6.6
4471975610,0,17,0,5,1,18656,7.2
4524765561,0,15,1,6,1,16609,6.8
4526274055,0,14,0,7,1,15299,6.6
4465134989,1,22,1,5,1,16942,7
4471999593,0,15,0,3,0,15365,6.4
4519724135,0,14,1,11,0,16052,6.4
4458421453,1,26,0,4,0,16875,7.2
4497697674,1,18,1,10,1,16623,7.2
4506593398,1,33,1,11,2,16813,6.8
4527001202,0,13,1,8,1,16763,7
4486327611,0,73,0,2,0,14603,6.4
4475432693,1,15,1,11,1,18005,7
4492524476,1,14,0,4,0,15274,6.6
4522440155,0,15,0,1,1,15216,7.2
4518707192,1,36,1,10,1,17756,7.2
4526832439,1,17,0,6,1,17476,7
4491140067,0,15,1,14,0,18017,7
4475394181,0,18,1,2,1,15531,7
4483792624,0,19,1,5,0,14799,6.8
4526372741,1,12,1,9,1,18009,7.4
4484936763,0,12,0,7,0,16265,7
4483500225,0,15,0,2,0,15023,6.8
4454378934,0,19,1,12,0,17083,6.6
4527044797,0,15,0,5,0,15954,6.8
4485840157,0,14,1,5,0,16892,7
4512836783,1,18,0,1,1,14583,6.6
4500382908,0,23,0,10,0,16802,6.8
4479461412,0,12,1,8,0,16957,6.6
4472849009,0,21,1,5,2,15817,7
4527482253,0,12,1,5,0,17219,6.8
4525023714,0,59,1,5,1,15424,6.8
4508533364,1,125,1,9,1,16502,7
4491827833,0,16,0,5,0,16324,6.8
4497776955,0,87,0,0,0,14532,6.6
4505239658,0,15,0,2,1,14644,6.8
4460445038,0,34,0,3,1,16616,7
4521826058,0,13,0,1,0,14754,6.6
4514596262,0,46,0,2,0,14242,6.6
4508289353,1,16,0,15,0,17083,7
4526805817,1,14,1,13,1,19716,7.6
4520336674,1,19,0,13,1,18401,7.6
4447974687,0,21,1,6,2,17359,7.2
4467316184,1,13,0,4,1,17742,7
4502847039,1,15,0,1,1,14431,7
4410127520,1,17,0,9,0,18125,7.8
4477684980,1,18,1,6,0,17210,7
4494648390,0,15,1,8,0,15697,6.8
4510873008,1,12,0,5,2,14591,6.2
4475515736,0,14,0,5,0,14488,6.4
4490720316,1,38,1,12,0,18869,7
4522686444,0,16,1,4,0,16682,7
4483425458,0,23,0,6,0,15898,5.8
4496718092,0,13,0,2,0,15485,6.6
4526112177,0,41,1,4,0,16667,7.4
4481856648,0,23,1,6,0,16182,7
4410060427,0,17,1,5,1,16574,7.2
4517859191,0,17,0,3,0,14595,6.4
4444221942,0,18,0,13,0,18856,7.2
4505284268,0,14,1,5,0,14826,6.6
4493848070,0,17,0,6,0,16237,7
4522621799,1,13,0,6,2,18731,7
4462890794,1,11,1,2,2,15443,7
4508148812,1,15,0,8,1,16820,6.8
4526758448,0,124,0,1,1,14997,7.2
4496622570,1,17,0,3,1,16653,7
4458921343,0,15,0,9,1,17781,7.2
4525953112,1,20,1,18,1,17936,7
4520910762,1,14,1,3,1,16769,7.2
4527318012,0,29,1,6,0,16714,7.4
4526279428,0,13,0,1,0,13517,6.4
4524675236,1,13,0,1,0,15514,7
4484689883,0,13,0,5,1,16131,6.8
4526519393,0,20,1,4,1,15613,7
4470019953,1,16,1,7,1,16678,7.2
4525860458,1,44,1,7,0,17311,7
4439121035,1,34,1,6,2,16703,6.8
4514482057,0,11,0,0,0,12403,5.2
4464561037,1,17,1,5,1,15585,6.6
4464746011,1,13,0,6,1,16558,6.8
4491660542,0,12,1,7,1,18211,7.2
4525953219,0,19,1,6,1,15990,6.8
4489065955,1,15,0,8,0,15147,6.4
4495748526,0,53,0,12,2,17008,6.6
4499426958,0,16,1,4,0,15538,6.8
4468449125,1,17,1,10,1,17097,7.2
4495418857,1,17,0,7,0,17075,7
4521577993,0,16,0,6,0,16035,7
4480393322,1,17,1,10,1,17967,7
4489783029,1,14,1,9,0,17273,7
4468657792,1,13,1,2,2,14546,7
4515611996,1,17,0,4,1,14639,6.6
4520570110,0,15,0,3,0,16882,7.4
4522596231,1,18,1,11,0,20170,7.2
4460730840,1,24,1,16,1,20029,7.4
4525587763,1,13,1,8,0,17260,7
4458431377,1,15,1,4,0,18192,7.2
4455400959,1,35,1,13,0,17325,7
4516564229,0,12,0,3,0,16163,6.8
4387776096,0,16,1,6,0,16039,6.8
4419869178,1,16,1,3,1,15907,7.2
4508860669,0,40,1,10,1,17536,7.4
4498323673,0,18,1,16,0,18730,7
4471385992,1,19,1,5,1,16105,7.2
4510612584,1,14,1,1,1,15843,6.8
4526837498,1,19,1,14,1,20302,7
4516544412,1,16,0,9,1,20236,7
4506260681,1,17,1,12,2,17869,6.8
4483620406,0,19,0,1,1,14499,7
4471057382,0,18,0,3,0,13705,6.4
4522487757,0,19,0,1,0,13685,6.6
4524367614,1,13,1,6,0,15366,6.8
4456973095,0,16,0,0,1,14175,6.6
4476153650,0,52,0,11,1,15975,6.6
4494291659,0,13,1,2,0,13099,5.8
4458373823,1,17,1,0,1,15578,7.4
4525383403,0,12,1,1,0,14218,6.2
4472012387,1,16,1,2,0,15198,7
4526047622,1,14,1,8,0,17474,7.4
4464534299,1,16,1,13,1,17786,7.4
4480350578,1,18,1,6,0,17082,7.2
4485783788,0,15,1,6,0,15711,7.4
4473966825,1,36,0,6,1,16112,7.2
4526382734,0,11,0,4,0,15700,7.2
4522483751,1,42,1,9,0,17885,7
4475134384,1,31,1,2,0,15705,6.6
4452362820,0,11,0,0,0,13364,6.6
4454677034,0,15,0,9,1,17080,7.2
4455218616,1,14,1,15,0,17395,6.8
4526234148,1,18,0,6,1,17498,7.2
4517196528,1,13,0,4,0,17649,7.4
4517734414,1,12,1,5,1,18717,7.4
4503773782,1,39,1,5,1,15736,7.2
4410686846,0,17,0,1,0,13800,6.4
4526094722,0,16,0,6,0,15772,6.8
4526825925,1,17,1,5,1,16825,7.4
4526662466,0,12,1,8,1,17315,6.8
4519524460,0,17,0,1,0,14144,6.8
4526148132,1,13,1,4,1,16328,6.8
4510326831,1,15,1,3,0,15135,7
4525621331,0,19,0,10,0,17719,7
4527165791,0,17,1,12,0,16291,6.4
4521180315,0,17,1,3,1,15048,6.6
4513313637,0,13,0,1,0,14155,6.6
4459784621,0,11,0,4,0,15102,6.8
4485854145,0,16,0,7,0,15522,6.8
4489994401,1,14,0,12,1,17850,7.4
4513778272,0,14,1,8,1,16720,6.8
4475476612,1,159,0,5,0,17321,7.6
4502735326,1,16,1,7,0,16672,7
4526608631,1,20,1,3,1,15426,7.4
4472905174,1,17,1,4,1,16404,7
4527426713,1,21,0,14,1,18293,7.2
4526326638,0,84,1,4,1,16605,7
4492351873,0,15,1,8,0,18544,6.4
4438396733,1,17,1,14,1,18499,7
4509930075,1,14,1,10,0,16911,6.8
4512073832,1,15,1,12,0,16963,7
4520909804,1,40,1,3,2,17669,7.4
4500305709,0,15,0,8,1,15875,7
4486211322,0,37,0,4,0,16273,7.2
4515529980,0,58,0,7,1,15848,6.6
4496506174,0,12,0,4,1,15297,6.6
4521580366,0,32,0,5,1,16406,7
4519393462,0,14,1,7,0,17509,7.2
4505404755,1,13,0,5,1,15398,6.8
4467567796,0,18,1,10,2,17431,6.8
4508088834,1,86,1,7,1,18968,7.6
4480357961,0,19,0,5,1,16318,6.6
4436976598,1,13,1,11,0,18896,7.4
4487018877,1,16,1,4,1,15964,6.8
4500167662,0,17,0,7,2,15924,6.8
4516664706,0,18,0,2,1,15190,7
4503387883,1,15,1,8,1,17482,7.2
4496152088,1,13,1,1,1,14492,7
4507750551,1,14,1,8,0,17055,7
4452482397,1,15,1,3,0,14559,6.8
4494104479,0,77,0,4,0,15838,7
4525301191,1,12,0,6,0,16047,6.8
4523445811,0,15,1,6,0,16513,7.2
4456684874,0,17,0,2,0,15445,6.6
4501067949,1,79,1,11,0,18124,7.4
4473134497,0,18,0,4,0,14268,6.4
4503192981,1,17,0,5,1,16000,6.8
4474405300,0,16,0,3,0,15040,6.8
4477447831,1,19,0,8,1,15416,6.8
4504683209,0,16,1,9,1,17844,7.2
4520030026,0,14,1,9,2,16455,7.2
4511605459,1,16,1,8,1,17368,7.2
4482504692,0,17,0,5,0,16503,7
4526364415,1,14,1,4,1,15063,6.6
4524539386,1,14,1,12,1,17733,7.2
4513287361,1,17,1,5,0,15720,7
4475435726,1,16,0,9,2,16457,7
4448657505,1,129,1,8,1,17526,7.2
4515483154,1,34,0,8,1,17204,7.2
4527082240,1,17,1,5,2,16973,7.2
4520727484,0,17,1,1,0,12713,6
4526939278,0,15,0,8,0,16488,6.8
4525622541,0,28,0,6,0,15801,7
4457799018,0,10,0,4,0,14750,6.6
4456395862,1,15,0,7,0,17709,6.6
4527033162,0,13,0,7,0,15827,6.8
4437860358,0,26,1,23,0,17482,6.8
4510113331,0,39,0,5,0,15450,7
4456971409,0,15,1,5,1,15728,6.8
4498748724,1,35,1,7,1,15588,6.6
4524065745,1,21,0,16,1,18676,7
4417883002,0,34,0,6,0,15829,6.8
4506933329,1,15,0,2,1,15340,7.2
4519376490,0,14,1,7,1,17140,7.2
4526390951,0,12,0,2,0,14606,6.8
4489894297,1,20,0,4,1,17528,7.2
4497671680,0,82,1,7,0,16035,6.6
4499525448,0,13,0,5,1,14559,6.8
4519807061,1,18,0,16,1,19726,7.4
4526594871,1,38,0,5,0,16508,7.2
4505122795,0,14,0,1,0,14001,6.4
4506324067,1,19,0,8,1,15650,7
4527210853,0,15,1,4,0,16663,7
4486520653,1,11,1,5,0,17052,6.8
4486259038,0,30,1,12,0,16242,6.4
4460106105,0,15,0,2,0,15009,6.4
4505558146,0,43,0,8,0,15462,6.6
4488272023,1,40,0,6,0,16972,7.2
4511153388,1,13,0,2,0,17005,7.2
4456461566,1,16,1,4,0,15845,6.8
4467814898,0,14,0,1,0,14048,6.4
4494040158,1,16,1,10,1,15388,6.4
4492179998,0,15,0,3,1,14622,6.6
4485773420,1,38,0,4,1,15184,6.8
4493766811,0,86,0,8,0,17607,7
4408530058,0,19,0,7,0,15258,6.8
4478937217,1,43,1,24,1,19669,7
4526100030,1,12,1,8,2,17865,7.4
4526707938,0,87,0,8,1,19206,7
4504180691,1,12,1,8,1,18068,7.2
4464495832,1,203,1,12,1,17397,7
4469530341,0,13,0,3,0,15933,7.2
4524698989,0,17,1,4,1,15552,6.8
4494911672,0,17,0,3,1,16675,7.2
4437927077,0,198,1,6,0,16585,7
4514140656,1,21,1,15,1,18665,7
4526313173,1,11,1,10,1,17555,6.8
4518035453,0,9,0,5,0,15942,6.8
4509363345,0,40,1,9,0,16185,6.8
4518030452,0,11,1,11,0,17444,6.4
4476285822,0,15,0,7,1,15471,6.8
4466552109,0,26,1,3,1,15043,6.8
4463212406,1,91,0,5,1,16424,7.2
4479318487,1,14,0,6,0,16061,6.8
4484030443,0,13,0,3,0,14910,6.4
4459790893,0,8,0,8,0,15127,6.4
4506198990,0,14,0,0,0,12682,6.6
4471977008,1,15,0,3,1,16298,7.4
4467720133,1,15,1,10,2,18818,7.4
4472854192,1,18,1,7,1,17221,7.4
4519990304,1,16,1,9,2,17897,7
4524114538,1,43,0,11,0,14657,6.2
4498851074,0,14,1,5,0,17232,6.8
4505063876,1,16,0,3,0,15830,7.2
4507908715,0,16,0,2,0,14992,6.4
4521648781,1,20,1,11,0,19000,7.2
4491789559,0,17,1,5,0,15723,6.8
4454570782,0,12,1,6,0,15428,6.8
4504999462,0,15,0,5,1,14592,6.6
4508098561,0,14,1,5,0,15613,6.8
4494693050,0,78,1,11,1,16844,6.8
4527243776,1,17,1,11,1,17709,7.2
4452033938,0,16,0,3,1,15028,6.8
4472833324,1,13,1,5,0,16399,6.8
4471979738,0,17,1,10,1,19079,7
4473156943,1,14,0,7,0,15809,7
4523427985,0,14,1,4,1,16755,7.2
4525572602,0,13,0,3,0,15043,6.8
4483653964,1,71,0,7,1,16832,6.8
4452899588,1,13,1,8,1,17580,7.2
4525377275,1,20,1,5,0,15453,6.6
4527387593,0,12,1,3,0,15869,7
4526773374,1,58,0,9,0,15917,7.2
4461218405,1,16,1,9,1,19612,7.6
4481181249,0,19,0,0,0,12519,6
4526454387,0,14,0,7,1,16227,7.2
4475315521,0,13,1,7,0,15291,6.2
4525998328,0,18,0,2,0,14442,6.8
4522209183,1,13,0,12,0,18968,7
4525533039,1,17,1,4,2,16187,6.8
4465150081,1,18,1,10,1,18062,7
4451694219,0,24,0,0,0,14824,7.2
4497078527,0,12,1,2,0,15195,7
4489369709,0,17,1,6,0,16457,7
4499238278,1,30,1,6,1,18317,7
4525639504,1,13,1,6,1,16319,7.4
4523531334,1,14,1,18,0,19275,7.2
4492137398,1,16,1,6,1,16605,6.8
4524203497,1,13,1,5,2,17898,7
4464462624,0,14,1,2,0,14745,6.8
4526716205,1,16,0,2,1,16417,6.8
4460977711,1,15,1,2,0,15169,7
4477402246,0,15,0,2,2,15197,7
4522633983,1,17,1,8,1,18208,7.2
4518069516,1,16,1,4,1,17879,7.4
4527443985,1,18,1,6,0,17947,7.2
4434935044,1,21,0,3,1,15393,7
4525584889,1,15,1,2,0,15729,7
4455737926,1,19,1,13,1,18560,7.2
4495132329,1,14,1,3,1,15718,6.8
4526563599,0,12,1,0,0,14021,6.2
4455235066,1,15,1,10,0,19485,7.4
4523641234,0,18,0,6,1,16029,6.8
4526844816,0,12,0,2,1,14372,6.8
4295358071,1,17,0,13,0,18348,6.6
4456599389,0,15,0,11,1,16464,6.8
4489502517,0,15,0,5,0,16377,6.8
4523651481,1,20,0,9,1,17421,6.6
4472755349,1,40,0,4,0,15284,6.8
4441631647,0,17,1,3,1,14900,7
4518881897,1,16,1,5,0,16345,6.6
4482030809,0,12,0,6,0,17982,7
4526204172,0,15,0,5,0,16259,7.2
4483322661,1,16,1,8,0,18472,7.2
4477707123,1,18,1,6,1,16099,7
4499396422,1,40,1,8,0,15947,6.8
4517748263,1,13,1,3,0,16590,7
4475232216,0,14,1,3,1,14986,6.4
4474642048,0,17,1,21,1,19234,7
4499380853,1,39,1,4,2,16657,7.2
4508126925,1,16,1,22,2,21512,7.2
4451057396,0,16,1,5,1,15905,7
4524537061,0,38,0,4,0,15793,6.8
4478403685,0,18,1,12,0,17883,6.8
4527385549,0,15,1,6,0,15744,7
4525379386,0,15,0,3,1,14765,6.8
4435697365,1,17,1,5,2,17446,7.4
4526620747,1,22,1,10,1,16190,7
4525336028,1,15,1,2,1,14967,6.8
4474818952,1,14,0,12,2,18108,7
4473009756,0,13,0,10,1,16397,6.6
4519538851,1,54,1,8,1,16606,7
4520532306,1,16,0,5,0,14351,6.8
4486112923,0,15,0,2,1,14864,6.6
4478112089,1,14,1,8,1,18214,7.2
4516032625,0,16,1,12,0,17059,7.2
4464704394,0,18,0,2,1,14353,6.4
4497491291,0,15,0,6,1,16580,7
4477250448,1,176,0,11,0,17426,7
4469567856,0,16,1,3,2,16308,7
4466009861,1,15,1,11,1,19723,7.2
4515907973,0,14,1,6,0,15946,7
4526227837,1,15,0,9,0,19425,7.4
4522430578,1,36,0,5,2,18135,7
4523589488,0,13,0,6,0,16774,7
4468369355,1,18,0,5,1,16637,7.2
4477496962,0,15,0,14,0,16750,6.6
4520341861,1,17,0,0,1,13493,6.6
4469779402,0,15,0,5,0,15794,6.8
4517900276,1,14,1,12,1,16574,6.6
4499273242,1,36,1,24,1,20182,7.6
4526842255,0,11,1,6,0,15402,6.2
4472496029,0,15,1,5,1,15414,6.4
4518196735,0,14,1,6,2,16982,6.8
4521580882,1,18,0,3,2,15193,6.8
4456030876,0,16,1,4,0,15968,6.8
4464488268,1,18,1,2,1,15260,7
4444346582,1,15,0,8,0,17115,6.8
4479812747,0,16,0,7,0,16365,6.8
4407656540,1,15,0,9,0,16712,7
4526764469,1,15,1,15,1,18236,6.8
4508732146,1,86,1,15,0,20067,7
4521822365,0,16,1,4,1,14792,6.6
4513334307,0,12,0,0,0,14748,6.8
4475540931,1,19,1,18,2,18682,7.4
4459959828,1,36,1,2,0,15883,6.8
4468070903,1,18,1,5,0,15938,6.8
4515544332,1,26,1,16,0,18405,7
4503345780,1,12,1,5,0,16164,7.2
4527370035,0,13,0,2,1,15000,6.8
4493167660,0,86,0,3,0,14454,6.6
4503591121,1,17,0,7,1,17459,6.8
4445877402,1,16,1,9,1,17933,7.2
4489234827,1,10,1,1,1,14780,6
4484094490,0,18,0,5,1,15056,7
4527285889,0,12,0,3,0,13337,6
4492762371,1,16,1,18,1,20169,7
4493337415,1,9,0,5,1,15549,6.8
4479699071,1,16,1,14,1,18392,7.2
4467677156,1,19,0,6,0,15865,6.8
4525352232,1,46,1,11,2,17498,7
4526112054,0,14,0,3,1,14606,7
4526011384,0,35,0,0,0,13590,6.6
4464904147,0,17,1,3,1,16259,7.2
4462936541,0,14,0,7,0,17137,7
4526510226,0,16,1,4,0,14775,6.8
4485937828,1,18,1,17,0,17571,6.8
4475122609,0,14,1,3,0,16946,7.2
4506039178,0,15,1,4,1,16437,6.8
